RA,Ano_Ref,Fase,Idade,Gênero,IAA,IEG,IPS,IDA,IPV,IAN,Mat,Por,Ing,IPP,Risco_Defasagem
RA-731,2023,FASE 1,11.0,Feminino,8.5,7.6,3.14,6.8,7.45,5.0,6.2,7.3,,7.5,1
RA-552,2023,FASE 1,,Masculino,0.0,5.6,3.14,6.4,6.89,5.0,6.5,6.2,,6.666666667,1
RA-1054,2023,FASE 1,,Masculino,8.5,8.6,7.52,6.6,7.836666667,5.0,5.0,8.2,,7.5,1
RA-1055,2023,FASE 1,11.0,Masculino,0.0,7.2,7.52,5.5,7.276666667,5.0,6.0,5.0,,7.291666667,1
RA-597,2023,FASE 1,10.0,Masculino,10.0,9.6,7.52,8.5,8.56,5.0,7.8,9.2,,9.0625,1
RA-624,2023,FASE 1,,Masculino,9.0,9.2,7.52,8.6,8.39,5.0,8.3,8.8,,8.90625,1
RA-776,2023,FASE 1,,Feminino,0.0,7.0,7.52,3.5,7.223333333,5.0,4.2,2.7,,7.8125,1
RA-600,2023,FASE 1,10.0,Feminino,8.5,8.4,7.52,7.2,8.056666667,5.0,6.5,7.8,,8.28125,1
RA-1056,2023,FASE 1,9.0,Masculino,8.5,9.6,7.52,8.1,8.113333333,10.0,7.8,8.3,,7.96875,0
RA-791,2023,FASE 1,,Feminino,0.0,8.1,7.52,5.3,7.723333333,5.0,6.0,4.5,,7.8125,1
RA-601,2023,FASE 1,9.0,Masculino,9.0,10.0,7.52,8.7,8.336666667,10.0,8.0,9.3,,9.0625,0
RA-762,2023,FASE 1,13.0,Masculino,10.0,9.1,3.14,5.8,7.67,5.0,6.2,5.3,,7.8125,1
RA-778,2023,FASE 1,,Feminino,8.5,7.9,7.52,8.2,8.62,5.0,7.3,9.0,,8.90625,1
RA-628,2023,FASE 1,12.0,Masculino,9.5,8.9,7.52,9.4,8.45,5.0,9.0,9.7,,8.28125,1
RA-606,2023,FASE 1,10.0,Masculino,8.5,8.5,7.52,6.0,8.223333333,5.0,4.7,7.2,,7.65625,1
RA-766,2023,FASE 1,11.0,Feminino,10.0,8.7,4.39,8.7,8.336666667,5.0,9.2,8.2,,9.21875,1
RA-607,2023,FASE 1,11.0,Masculino,8.0,7.5,7.52,6.8,8.17,5.0,4.8,8.7,,7.96875,1
RA-608,2023,FASE 1,10.0,Masculino,10.0,7.5,7.52,6.2,8.113333333,5.0,6.0,6.3,,7.96875,1
RA-788,2023,FASE 1,,Masculino,7.9,9.8,2.52,6.9,8.283333333,10.0,6.0,7.8,,7.65625,0
RA-784,2023,FASE 1,10.0,Feminino,10.0,9.5,7.52,7.3,8.783333333,5.0,6.5,8.0,,8.125,1
RA-785,2023,FASE 1,10.0,Feminino,9.0,8.5,7.52,8.8,8.67,5.0,8.2,9.4,,7.916666667,1
RA-587,2023,FASE 1,,Masculino,8.5,7.0,7.52,2.7,6.72,5.0,2.2,3.2,,6.458333333,1
RA-790,2023,FASE 1,,Masculino,0.0,8.1,7.52,7.4,8.286666667,5.0,7.2,7.5,,7.083333333,1
RA-663,2023,FASE 1,11.0,Masculino,6.9,7.4,7.52,7.0,7.393333333,5.0,6.7,7.3,,6.666666667,1
RA-664,2023,FASE 1,11.0,Feminino,9.0,9.6,7.52,8.0,8.116666667,5.0,8.0,8.0,,7.916666667,1
RA-761,2023,FASE 1,10.0,Masculino,9.0,9.7,7.52,8.4,8.12,5.0,8.7,8.0,,8.333333333,1
RA-1057,2023,FASE 1,9.0,Feminino,10.0,10.0,7.52,6.3,8.34,10.0,6.5,6.0,,8.125,0
RA-629,2023,FASE 1,10.0,Feminino,10.0,9.4,7.52,7.5,7.95,5.0,7.0,8.0,,7.916666667,1
RA-832,2023,FASE 1,10.0,Masculino,10.0,9.5,7.52,8.5,8.283333333,5.0,9.2,7.7,,7.708333333,1
RA-594,2023,FASE 1,11.0,Masculino,8.5,7.1,6.27,5.8,7.336666667,5.0,6.2,5.3,,6.875,1
RA-617,2023,FASE 1,11.0,Feminino,0.0,9.0,7.52,6.9,8.116666667,5.0,5.5,8.2,,7.708333333,1
RA-767,2023,FASE 1,11.0,Masculino,10.0,8.3,7.52,6.3,7.446666667,5.0,6.5,6.0,,7.291666667,1
RA-1058,2023,FASE 1,,Feminino,10.0,8.7,3.14,5.4,7.62,10.0,4.0,6.7,,7.083333333,0
RA-747,2023,FASE 1,11.0,Feminino,10.0,8.0,3.14,3.1,6.94,5.0,1.2,5.0,,6.041666667,1
RA-827,2023,FASE 1,,Feminino,7.9,8.1,3.14,8.1,8.73,5.0,7.7,8.5,,8.28125,1
RA-1059,2023,FASE 1,,Masculino,10.0,9.8,2.52,7.6,8.673333333,5.0,6.2,9.0,,7.96875,1
RA-612,2023,FASE 1,11.0,Feminino,9.0,9.7,3.77,9.7,9.286666667,5.0,9.3,10.0,,9.0625,1
RA-1060,2023,FASE 1,,Masculino,9.0,8.6,3.14,5.7,8.673333333,5.0,4.3,7.0,,7.96875,1
RA-665,2023,FASE 1,,Feminino,9.5,4.9,2.52,5.2,8.226666667,5.0,5.0,5.3,,8.28125,1
RA-829,2023,FASE 1,9.0,Feminino,9.0,9.4,3.14,8.4,9.23,10.0,7.5,9.2,,9.21875,0
RA-1061,2023,FASE 1,10.0,Masculino,9.5,9.7,3.14,9.3,8.836666667,5.0,8.8,9.7,,8.75,1
RA-1062,2023,FASE 1,,Masculino,7.4,7.7,3.77,6.2,8.503333333,10.0,4.8,7.5,,8.59375,0
RA-615,2023,FASE 1,,Feminino,10.0,9.7,3.14,7.6,8.616666667,5.0,6.8,8.3,,8.28125,1
RA-833,2023,FASE 1,,Masculino,10.0,9.5,3.77,7.4,8.56,5.0,7.3,7.5,,8.4375,1
RA-630,2023,FASE 1,10.0,Masculino,9.0,8.6,3.77,5.7,8.673333333,5.0,4.2,7.2,,8.28125,1
RA-752,2023,FASE 1,11.0,Feminino,9.5,9.9,7.52,6.4,9.23,5.0,4.8,8.0,,7.65625,1
RA-777,2023,FASE 1,,Feminino,0.0,9.3,7.52,6.3,8.84,10.0,5.3,7.3,,8.28125,0
RA-1063,2023,FASE 1,,Masculino,9.5,9.5,7.52,5.9,7.89,5.0,4.7,7.0,,6.40625,1
RA-764,2023,FASE 1,,Masculino,0.0,9.2,7.52,7.8,8.56,10.0,6.0,9.5,,8.28125,0
RA-1064,2023,FASE 1,10.0,Masculino,8.5,9.8,7.52,8.6,8.84,5.0,8.3,8.8,,9.375,1
RA-1065,2023,FASE 1,,Feminino,8.5,9.6,7.52,7.0,8.84,5.0,7.7,6.3,,8.4375,1
RA-772,2023,FASE 1,12.0,Masculino,0.0,7.2,7.52,4.8,8.003333333,5.0,5.2,4.3,,6.875,1
RA-781,2023,FASE 1,10.0,Feminino,7.5,9.8,7.52,7.9,9.116666667,5.0,7.0,8.8,,8.4375,1
RA-1066,2023,FASE 1,10.0,Feminino,8.5,6.6,7.52,6.2,8.783333333,5.0,4.2,8.2,,8.4375,1
RA-1067,2023,FASE 1,10.0,Masculino,0.0,7.9,7.52,5.4,9.006666667,5.0,4.5,6.3,,8.28125,1
RA-834,2023,FASE 1,,Masculino,9.0,9.9,6.27,9.2,9.283333333,5.0,9.0,9.3,,9.6875,1
RA-722,2023,FASE 1,,Feminino,8.5,9.6,2.52,6.4,8.67,5.0,4.5,8.2,,8.125,1
RA-1068,2023,FASE 1,,Masculino,8.5,9.3,6.89,9.0,9.283333333,5.0,8.3,9.7,,9.166666667,1
RA-796,2023,FASE 1,11.0,Feminino,9.0,9.8,6.27,5.5,8.336666667,5.0,5.0,6.0,,7.083333333,1
RA-1069,2023,FASE 1,11.0,Masculino,9.0,7.8,7.52,7.1,8.226666667,5.0,7.5,6.7,,8.125,1
RA-797,2023,FASE 1,11.0,Masculino,8.5,8.6,7.52,7.5,7.233333333,5.0,7.0,8.0,,6.041666667,1
RA-647,2023,FASE 1,,Feminino,7.3,8.7,6.27,5.2,8.446666667,5.0,4.7,5.7,,7.708333333,1
RA-814,2023,FASE 1,10.0,Masculino,9.5,9.6,6.89,8.2,9.226666667,5.0,7.8,8.5,,8.333333333,1
RA-652,2023,FASE 1,,Feminino,9.0,9.4,6.89,7.0,8.446666667,5.0,6.2,7.8,,8.125,1
RA-816,2023,FASE 1,,Feminino,7.5,9.8,7.52,8.9,9.283333333,5.0,7.8,10.0,,9.583333333,1
RA-640,2023,FASE 1,12.0,Feminino,0.0,7.3,7.52,4.9,8.446666667,5.0,4.0,5.8,,7.291666667,1
RA-810,2023,FASE 1,9.0,Masculino,8.0,8.5,7.52,6.9,7.836666667,10.0,6.3,7.5,,5.833333333,0
RA-643,2023,FASE 1,,Masculino,9.5,8.2,7.52,7.1,7.613333333,5.0,7.0,7.2,,6.041666667,1
RA-819,2023,FASE 1,9.0,Masculino,0.0,8.3,7.52,9.5,8.893333333,10.0,9.7,9.3,,8.541666667,0
RA-1070,2023,FASE 1,11.0,Masculino,9.0,7.8,3.14,5.8,8.67,5.0,5.3,6.3,,7.708333333,1
RA-813,2023,FASE 1,,Masculino,9.5,8.4,7.52,3.9,8.06,10.0,2.3,5.5,,8.125,0
RA-636,2023,FASE 1,11.0,Masculino,0.0,8.3,5.64,9.0,7.446666667,5.0,9.2,8.7,,8.333333333,1
RA-798,2023,FASE 1,,Masculino,9.0,8.1,7.52,6.1,6.95,5.0,4.3,7.8,,6.458333333,1
RA-799,2023,FASE 1,,Feminino,9.5,9.6,5.64,8.3,8.17,5.0,7.8,8.8,,8.333333333,1
RA-815,2023,FASE 1,,Masculino,0.0,8.6,5.02,6.5,7.063333333,5.0,7.0,6.0,,6.875,1
RA-637,2023,FASE 1,11.0,Feminino,8.0,9.5,7.52,8.5,8.17,5.0,8.7,8.2,,8.333333333,1
RA-638,2023,FASE 1,,Feminino,9.0,9.4,7.52,6.5,7.946666667,5.0,6.8,6.2,,8.333333333,1
RA-801,2023,FASE 1,,Masculino,0.0,7.5,7.52,7.6,7.12,10.0,6.8,8.3,,6.875,0
RA-802,2023,FASE 1,10.0,Masculino,8.0,9.3,7.52,9.4,7.506666667,5.0,9.3,9.5,,8.333333333,1
RA-1071,2023,FASE 1,11.0,Masculino,9.0,8.6,7.52,3.5,6.396666667,5.0,1.7,5.3,,5.625,1
RA-817,2023,FASE 1,,Feminino,9.5,8.8,6.89,5.4,7.89,10.0,5.0,5.7,,8.125,0
RA-818,2023,FASE 1,,Masculino,10.0,8.4,7.52,6.2,7.613333333,10.0,5.5,6.8,,8.125,0
RA-804,2023,FASE 1,11.0,Masculino,10.0,8.6,6.27,6.9,7.173333333,5.0,6.2,7.5,,5.833333333,1
RA-645,2023,FASE 1,11.0,Feminino,9.0,8.5,6.27,7.3,8.116666667,5.0,6.5,8.0,,8.125,1
RA-479,2023,FASE 2,,Masculino,9.0,10.0,2.52,9.7,9.6375,10.0,9.3,10.0,,9.791666667,0
RA-493,2023,FASE 2,10.0,Feminino,9.5,9.6,2.52,6.0,8.84,10.0,4.7,7.2,,8.541666667,0
RA-1072,2023,FASE 2,11.0,Masculino,9.0,8.6,5.0,6.7,8.7125,10.0,5.2,8.2,,8.125,0
RA-536,2023,FASE 2,10.0,Feminino,8.0,9.3,2.52,5.9,9.17,10.0,5.0,6.8,,8.333333333,0
RA-1073,2023,FASE 2,,Feminino,0.0,8.8,2.52,6.2,9.045,5.0,4.8,7.5,,8.333333333,1
RA-494,2023,FASE 2,12.0,Feminino,6.9,9.0,2.52,6.8,8.71,5.0,6.3,7.3,,7.708333333,1
RA-496,2023,FASE 2,,Masculino,0.0,7.1,5.0,8.3,8.71,5.0,7.5,9.0,,7.916666667,1
RA-497,2023,FASE 2,,Feminino,5.3,8.7,2.52,3.5,6.885,5.0,1.7,5.3,,6.25,1
RA-1074,2023,FASE 2,12.0,Feminino,0.0,9.8,2.52,6.0,7.8775,5.0,8.0,4.0,,7.083333333,1
RA-486,2023,FASE 2,11.0,Feminino,8.4,6.4,2.52,6.2,8.7525,10.0,3.3,9.0,,7.5,0
RA-1075,2023,FASE 2,12.0,Feminino,0.0,9.6,5.0,5.5,9.0025,5.0,5.0,6.0,,7.708333333,1
RA-578,2023,FASE 2,11.0,Masculino,9.0,10.0,2.52,9.7,9.7625,10.0,9.8,9.5,,9.791666667,0
RA-513,2023,FASE 2,10.0,Masculino,9.5,9.7,2.52,7.5,9.0075,10.0,7.2,7.8,,8.541666667,0
RA-487,2023,FASE 2,11.0,Feminino,8.5,9.9,5.0,9.5,9.26,10.0,9.2,9.7,,9.166666667,0
RA-1076,2023,FASE 2,,Feminino,9.0,9.7,2.52,8.5,8.8775,5.0,9.0,8.0,,8.333333333,1
RA-490,2023,FASE 2,,Feminino,7.9,7.9,2.52,5.8,9.0075,10.0,2.8,8.7,,8.541666667,0
RA-491,2023,FASE 2,,Masculino,9.5,9.6,2.52,5.0,8.3375,10.0,3.3,6.7,,7.708333333,0
RA-1077,2023,FASE 2,,Masculino,0.0,9.7,2.52,7.3,8.4225,10.0,6.8,7.8,,8.75,0
RA-484,2023,FASE 2,12.0,Masculino,6.4,7.5,2.52,3.6,6.8,5.0,3.2,4.0,,5.416666667,1
RA-508,2023,FASE 2,10.0,Masculino,6.4,8.6,2.52,7.5,8.6725,10.0,6.2,8.7,,8.333333333,0
RA-495,2023,FASE 2,,Masculino,9.0,8.4,2.52,7.4,8.755,5.0,6.0,8.8,,8.541666667,1
RA-1078,2023,FASE 2,14.0,Masculino,5.3,6.8,2.52,6.4,8.2975,5.0,4.3,8.5,,8.958333333,1
RA-340,2023,FASE 2,,Masculino,0.0,9.6,2.52,8.9,8.505,5.0,9.0,8.7,,9.166666667,1
RA-1079,2023,FASE 2,,Masculino,9.0,8.1,2.52,7.6,7.13,5.0,7.3,7.8,,7.083333333,1
RA-1080,2023,FASE 2,12.0,Masculino,7.9,10.0,5.0,1.5,8.13,5.0,0.0,3.0,,8.541666667,1
RA-1081,2023,FASE 2,14.0,Feminino,10.0,10.0,2.52,6.5,8.59,5.0,8.0,5.0,,8.958333333,1
RA-1082,2023,FASE 2,,Feminino,9.5,9.5,2.52,5.0,8.4225,5.0,3.5,6.5,,8.75,1
RA-1083,2023,FASE 2,10.0,Feminino,6.8,10.0,5.0,7.5,8.38,10.0,7.0,8.0,,8.75,0
RA-531,2023,FASE 2,11.0,Masculino,9.5,10.0,2.52,7.7,8.59,10.0,6.3,9.0,,8.75,0
RA-1084,2023,FASE 2,11.0,Feminino,8.4,10.0,2.52,6.8,8.38,10.0,5.0,8.5,,8.75,0
RA-516,2023,FASE 2,10.0,Masculino,10.0,9.8,2.52,9.3,8.7175,10.0,9.0,9.5,,8.75,0
RA-348,2023,FASE 2,,Masculino,10.0,8.7,2.52,4.4,8.0075,5.0,2.0,6.7,,8.541666667,1
RA-1085,2023,FASE 2,12.0,Feminino,0.0,9.8,2.52,6.7,8.13,5.0,6.0,7.3,,8.958333333,1
RA-1086,2023,FASE 2,12.0,Feminino,8.5,9.4,2.52,5.7,8.755,5.0,6.0,5.3,,8.75,1
RA-1087,2023,FASE 2,12.0,Feminino,10.0,9.5,2.52,5.4,8.0475,5.0,3.7,7.0,,8.75,1
RA-509,2023,FASE 2,12.0,Feminino,8.5,8.1,2.52,8.6,8.84,5.0,8.2,9.0,,8.958333333,1
RA-499,2023,FASE 2,11.0,Masculino,7.9,10.0,2.52,6.6,8.2975,10.0,5.3,7.8,,8.75,0
RA-500,2023,FASE 2,11.0,Feminino,9.5,10.0,2.52,7.9,8.7975,10.0,8.5,7.2,,8.958333333,0
RA-1088,2023,FASE 2,13.0,Masculino,9.5,9.8,2.52,6.8,7.9225,5.0,6.0,7.5,,8.75,1
RA-1089,2023,FASE 2,,Feminino,9.0,9.5,2.52,7.0,8.3375,10.0,6.0,8.0,,8.75,0
RA-1090,2023,FASE 2,13.0,Masculino,9.0,9.6,2.52,9.0,7.88,5.0,8.7,9.3,,8.958333333,1
RA-503,2023,FASE 2,,Masculino,9.5,10.0,2.52,8.7,8.255,10.0,8.7,8.7,,8.75,0
RA-1091,2023,FASE 2,12.0,Masculino,8.5,9.0,2.52,9.5,9.1725,5.0,9.3,9.7,,8.958333333,1
RA-1092,2023,FASE 2,12.0,Masculino,7.8,9.8,2.52,6.9,8.2975,5.0,6.0,7.8,,8.75,1
RA-1093,2023,FASE 2,11.0,Masculino,7.0,9.3,2.52,9.2,8.2975,10.0,9.3,9.0,,8.958333333,0
RA-1094,2023,FASE 2,11.0,Feminino,7.8,9.5,2.52,8.5,8.3375,10.0,7.8,9.2,,8.75,0
RA-1095,2023,FASE 2,,Masculino,0.0,9.8,2.52,5.3,8.005,5.0,5.8,4.7,,8.75,1
RA-324,2023,FASE 2,,Feminino,5.8,9.0,2.52,8.4,7.5875,10.0,8.0,8.7,,8.125,0
RA-350,2023,FASE 2,,Feminino,10.0,9.7,2.52,9.0,7.92,5.0,8.8,9.2,,8.958333333,1
RA-517,2023,FASE 2,13.0,Feminino,4.1,9.0,2.52,6.6,6.7125,5.0,4.5,8.7,,6.875,1
RA-325,2023,FASE 2,11.0,Masculino,0.0,7.1,5.0,5.6,7.0025,10.0,3.8,7.3,,8.125,0
RA-518,2023,FASE 2,11.0,Masculino,8.5,8.5,5.0,6.7,6.9175,10.0,5.5,7.8,,8.125,0
RA-530,2023,FASE 2,11.0,Masculino,10.0,8.8,5.0,5.7,7.46,10.0,5.8,5.5,,7.708333333,0
RA-524,2023,FASE 2,,Masculino,6.4,9.2,2.52,8.9,7.42,5.0,9.0,8.8,,8.333333333,1
RA-1096,2023,FASE 2,,Feminino,9.5,9.9,2.52,9.6,8.0875,10.0,9.5,9.7,,8.958333333,0
RA-526,2023,FASE 2,,Masculino,9.5,9.8,5.0,8.8,7.7525,5.0,8.3,9.3,,8.75,1
RA-528,2023,FASE 2,,Masculino,9.0,8.5,5.0,8.2,7.92,5.0,7.5,8.8,,8.75,1
RA-534,2023,FASE 2,13.0,Masculino,0.0,8.1,2.52,5.4,7.92,5.0,3.7,7.0,,8.125,1
RA-1097,2023,FASE 2,,Masculino,9.5,8.6,5.0,5.4,6.96,5.0,4.3,6.5,,8.125,1
RA-1098,2023,FASE 2,13.0,Feminino,9.5,9.5,2.52,6.4,7.92,5.0,6.3,6.5,,8.125,1
RA-506,2023,FASE 2,13.0,Masculino,9.5,8.1,5.0,8.5,7.92,5.0,7.3,9.7,,8.958333333,1
RA-1099,2023,FASE 2,13.0,Feminino,9.0,9.6,2.52,5.2,8.34,5.0,5.7,4.7,,8.333333333,1
RA-1100,2023,FASE 2,,Masculino,10.0,9.2,5.0,7.1,8.283333333,10.0,6.3,7.8,,8.541666667,0
RA-1101,2023,FASE 2,,Masculino,0.0,7.2,5.0,5.3,8.116666667,10.0,4.2,6.3,,8.333333333,0
RA-1102,2023,FASE 2,,Masculino,9.5,9.5,5.0,7.5,7.56,10.0,5.7,9.2,,7.708333333,0
RA-363,2023,FASE 2,13.0,Masculino,0.0,9.9,2.52,6.8,8.673333333,5.0,6.8,6.8,,8.541666667,1
RA-1103,2023,FASE 2,10.0,Masculino,9.0,8.7,5.0,5.0,8.006666667,10.0,4.5,5.5,,8.333333333,0
RA-539,2023,FASE 2,,Feminino,9.5,8.6,2.52,8.5,8.84,5.0,7.2,9.7,,9.166666667,1
RA-540,2023,FASE 2,,Feminino,8.5,8.8,5.0,7.1,8.95,10.0,6.5,7.7,,8.958333333,0
RA-574,2023,FASE 2,,Masculino,6.9,8.2,5.0,8.1,8.173333333,10.0,7.7,8.5,,7.916666667,0
RA-369,2023,FASE 2,,Masculino,10.0,4.1,5.0,4.0,7.726666667,5.0,5.0,3.0,,8.541666667,1
RA-375,2023,FASE 2,12.0,Masculino,0.0,9.9,5.0,7.9,8.283333333,5.0,6.8,9.0,,8.541666667,1
RA-376,2023,FASE 2,,Feminino,8.5,9.6,2.52,5.9,8.226666667,5.0,4.3,7.5,,7.916666667,1
RA-535,2023,FASE 2,,Feminino,9.0,9.4,5.0,5.6,8.95,10.0,4.7,6.5,,8.125,0
RA-547,2023,FASE 2,12.0,Feminino,0.0,9.1,2.52,6.2,8.95,5.0,5.0,7.3,,8.75,1
RA-548,2023,FASE 2,12.0,Masculino,9.0,9.1,2.52,7.4,8.283333333,5.0,6.2,8.5,,8.333333333,1
RA-538,2023,FASE 2,13.0,Masculino,7.4,8.6,2.52,4.7,7.39,5.0,3.5,5.8,,7.916666667,1
RA-365,2023,FASE 2,10.0,Feminino,10.0,9.9,2.52,8.7,8.953333333,10.0,8.2,9.2,,8.958333333,0
RA-559,2023,FASE 2,,Masculino,10.0,9.4,5.0,7.4,8.506666667,5.0,6.5,8.2,,8.958333333,1
RA-1104,2023,FASE 2,13.0,Feminino,5.7,10.0,2.52,6.4,9.063333333,5.0,5.5,7.3,,8.541666667,1
RA-563,2023,FASE 2,11.0,Feminino,6.4,9.7,2.52,6.2,8.726666667,10.0,6.0,6.3,,8.75,0
RA-573,2023,FASE 2,,Masculino,9.5,9.8,5.0,6.6,8.45,5.0,5.7,7.5,,8.541666667,1
RA-551,2023,FASE 2,,Feminino,10.0,8.6,2.52,5.4,8.393333333,5.0,4.5,6.2,,8.541666667,1
RA-566,2023,FASE 2,12.0,Feminino,9.0,8.8,2.52,8.4,8.673333333,5.0,8.8,8.0,,8.958333333,1
RA-555,2023,FASE 2,,Masculino,7.4,8.1,2.52,3.9,6.946666667,5.0,1.5,6.2,,6.25,1
RA-373,2023,FASE 2,,Masculino,0.0,9.7,2.52,8.4,7.84,5.0,7.7,9.0,,8.75,1
RA-1105,2023,FASE 2,13.0,Feminino,0.0,9.0,2.52,6.0,8.673333333,5.0,5.0,7.0,,8.125,1
RA-546,2023,FASE 2,,Feminino,0.0,7.2,2.52,5.7,9.173333333,5.0,3.5,7.8,,8.75,1
RA-557,2023,FASE 2,,Masculino,10.0,8.2,5.0,8.9,9.62,10.0,8.0,9.7,,9.375,0
RA-1106,2023,FASE 2,12.0,Masculino,8.5,9.3,5.0,5.1,8.003333333,5.0,5.2,5.0,,8.333333333,1
RA-558,2023,FASE 2,,Masculino,7.8,9.4,5.0,6.0,6.78,2.5,5.7,6.3,,6.458333333,1
RA-560,2023,FASE 2,,Masculino,0.0,8.4,2.52,4.0,6.0,5.0,2.3,5.7,,5.0,1
RA-1107,2023,FASE 2,12.0,Feminino,9.0,9.4,5.0,7.5,8.783333333,5.0,8.0,7.0,,8.958333333,1
RA-1108,2023,FASE 2,12.0,Masculino,0.0,9.3,5.0,4.7,8.283333333,5.0,3.7,5.7,,8.541666667,1
RA-542,2023,FASE 2,12.0,Feminino,9.5,9.7,5.0,6.3,9.006666667,5.0,5.2,7.3,,8.75,1
RA-543,2023,FASE 2,11.0,Feminino,7.8,9.8,2.52,6.5,9.006666667,10.0,5.5,7.5,,8.75,0
RA-556,2023,FASE 2,,Feminino,8.5,9.6,2.52,7.2,9.396666667,5.0,6.5,7.8,,9.166666667,1
RA-1109,2023,FASE 2,14.0,Masculino,10.0,6.4,5.0,3.4,7.836666667,5.0,3.5,3.3,,7.5,1
RA-389,2023,FASE 2,,Masculino,0.0,8.2,2.52,8.2,8.95,5.0,6.8,9.5,,8.75,1
RA-1110,2023,FASE 2,12.0,Feminino,4.6,9.2,5.0,6.8,8.73,5.0,6.5,7.0,,8.541666667,1
RA-568,2023,FASE 2,,Masculino,7.0,7.9,5.0,7.6,8.01,2.5,8.5,6.7,,8.125,1
RA-562,2023,FASE 2,12.0,Feminino,0.0,8.5,2.52,8.7,8.893333333,5.0,7.7,9.7,,8.541666667,1
RA-1111,2023,FASE 2,,Feminino,0.0,8.9,2.52,5.4,8.173333333,10.0,4.8,6.0,,8.125,0
RA-1112,2023,FASE 2,12.0,Masculino,9.5,7.9,2.52,6.3,8.616666667,5.0,5.2,7.3,,8.333333333,1
RA-525,2023,FASE 2,,Feminino,8.0,8.6,2.52,9.2,9.566666667,5.0,8.8,9.5,,8.958333333,1
RA-357,2023,FASE 2,13.0,Masculino,8.5,9.6,7.52,8.7,8.23,5.0,8.7,8.7,,8.75,1
RA-583,2023,FASE 2,,Feminino,9.0,9.4,7.52,6.3,8.616666667,5.0,5.5,7.0,,8.333333333,1
RA-584,2023,FASE 2,11.0,Feminino,9.5,9.0,2.52,5.8,8.56,10.0,5.0,6.5,,8.333333333,0
RA-586,2023,FASE 2,10.0,Feminino,8.0,10.0,2.52,8.4,9.343333333,10.0,7.5,9.2,,8.333333333,0
RA-1113,2023,FASE 2,,Masculino,0.0,6.0,7.52,5.0,7.173333333,5.0,5.0,5.0,,7.5,1
RA-413,2023,FASE 2,13.0,Feminino,7.9,8.9,2.52,6.3,7.503333333,5.0,5.8,6.7,,7.291666667,1
RA-599,2023,FASE 2,10.0,Masculino,10.0,9.5,2.52,8.5,9.286666667,10.0,8.2,8.7,,8.333333333,0
RA-1114,2023,FASE 2,11.0,Feminino,8.5,9.8,2.52,4.9,8.56,10.0,4.3,5.5,,8.125,0
RA-401,2023,FASE 2,12.0,Feminino,4.0,8.1,2.52,7.3,7.116666667,5.0,6.3,8.3,,7.083333333,1
RA-1115,2023,FASE 2,,Feminino,0.0,8.3,7.52,4.0,7.56,10.0,6.0,2.0,,7.5,0
RA-1116,2023,FASE 2,13.0,Masculino,9.5,9.2,5.0,4.9,7.39,5.0,3.8,6.0,,7.083333333,1
RA-604,2023,FASE 2,,Feminino,9.0,9.3,7.52,7.5,8.616666667,10.0,6.0,9.0,,8.125,0
RA-605,2023,FASE 2,12.0,Feminino,9.0,9.5,7.52,6.8,7.84,5.0,4.8,8.8,,7.291666667,1
RA-668,2023,FASE 2,12.0,Masculino,6.3,6.3,7.52,3.4,7.616666667,5.0,2.7,4.0,,6.875,1
RA-1117,2023,FASE 2,,Feminino,9.0,9.6,7.52,7.3,7.946666667,10.0,6.0,8.5,,7.708333333,0
RA-1118,2023,FASE 2,,Feminino,5.3,8.8,7.52,6.0,8.28,5.0,4.8,7.2,,7.708333333,1
RA-610,2023,FASE 2,,Feminino,10.0,10.0,2.52,7.0,8.896666667,10.0,6.3,7.7,,8.541666667,0
RA-409,2023,FASE 2,,Feminino,8.4,9.5,2.52,8.0,8.73,5.0,6.2,9.7,,7.916666667,1
RA-466,2023,FASE 2,14.0,Masculino,9.5,7.6,6.89,4.5,7.056666667,5.0,2.5,6.5,,6.25,1
RA-760,2023,FASE 2,,Masculino,0.0,8.8,7.52,6.3,7.84,5.0,5.8,6.8,,7.083333333,1
RA-404,2023,FASE 2,,Feminino,7.9,8.3,5.02,6.0,6.89,5.0,4.7,7.2,,6.875,1
RA-590,2023,FASE 2,11.0,Feminino,6.3,9.7,3.77,6.5,8.34,10.0,5.7,7.3,,7.291666667,0
RA-469,2023,FASE 2,,Feminino,7.5,9.3,2.52,7.8,8.843333333,5.0,6.8,8.8,,7.916666667,1
RA-1119,2023,FASE 2,13.0,Feminino,7.3,9.7,3.77,5.9,8.453333333,5.0,3.0,8.8,,7.708333333,1
RA-1120,2023,FASE 2,11.0,Feminino,9.5,9.6,7.52,8.3,9.676666667,10.0,7.3,9.2,,8.958333333,0
RA-472,2023,FASE 2,,Feminino,5.1,7.1,7.52,5.5,8.223333333,5.0,3.7,7.2,,7.708333333,1
RA-1121,2023,FASE 2,,Masculino,0.0,9.9,6.26,8.0,9.84,10.0,6.5,9.5,,8.75,0
RA-1122,2023,FASE 2,11.0,Masculino,0.0,9.3,6.89,6.9,8.616666667,10.0,5.2,8.5,,7.291666667,0
RA-438,2023,FASE 2,,Masculino,6.9,7.5,6.26,5.4,7.223333333,10.0,3.5,7.3,,6.458333333,0
RA-408,2023,FASE 2,13.0,Feminino,7.9,8.5,3.77,6.8,8.45,5.0,6.0,7.5,,8.333333333,1
RA-1123,2023,FASE 2,,Masculino,7.3,8.9,7.52,5.3,7.113333333,5.0,3.8,6.8,,7.083333333,1
